benchmark,project,bug,tool,seed,java_version,build_type,checkout,apply,compile,num_tests,num_failing_tests,plausible
Bugs.jar,Commons-Math,97b440fc,DynaMoth,7,7,benchmark,1,1,1,2949,2,0
