benchmark,project,bug,tool,seed,java_version,build_type,checkout,apply,compile,num_tests,num_failing_tests,plausible
Bugs.jar,Jackrabbit-Oak,0fa892b3,Kali,0,7,benchmark,1,1,1,53,0,1
